,0,1,2
1534,ruminate,"{'Verb': ['chew the cuds', 'reflect deeply on a subject']}","['muse', 'consider', 'premeditate', 'cerebrate', 'study', 'question', 'introspect', 'think over', 'excogitate', 'bethink', 'mull', 'wonder', 'chew over', 'think', 'theologize', 'puzzle', 'speculate', 'reflect', 'cogitate', 'theologise', 'mull over', 'ponder', 'meditate', 'contemplate']"
1535,annotation,"{'Noun': ['a comment or instruction (usually added', 'the act of adding notes']}","['expanding upon', 'annotating', 'expansion']"
1536,exacting,"{'Verb': ['claim as due or just', 'take as an undesirable consequence of some event or state of affairs'], 'Adjective': ['having complicated nutritional requirements; especially growing only in special artificial cultures', 'severe and unremitting in making demands', 'requiring precise accuracy']}","['demanding', 'stern', 'strict']"
1537,fervid,"{'Adjective': ['characterized by intense emotion', '(archaic']}","['fiery', 'passionate', 'ardent', 'torrid', 'fervent', 'impassioned', 'perfervid']"
1538,prescient,{'Adjective': ['perceiving the significance of events before they occur']},['discerning']
1539,mettlesome,"{'Adjective': ['having a proud and unbroken spirit', 'willing to face danger']}","['spirited', 'gritty', 'spunky', 'brave', 'courageous', 'game', 'gamey', 'gamy']"
1540,secrete,"{'Verb': ['generate and separate from cells or bodily fluids', 'place out of sight; keep secret']}","['ooze', 'ooze out', 'transude', 'exude', 'water', 'release', 'exudate']"
1541,anathema,"{'Noun': ['a detested person', 'a formal ecclesiastical curse accompanied by excommunication']}","['curse', 'execration', 'condemnation']"
1542,fickle,"{'Adjective': ['marked by erratic changeableness in affections or attachments', 'liable to sudden unpredictable change']}","['volatile', 'inconstant']"
1543,veracity,{'Noun': ['unwillingness to tell lies']},['truthfulness']
1544,simultaneous,{'Adjective': ['occurring or operating at the same time']},"['synchronal', 'synchronous', 'co-occurrent', 'coinciding', 'synchronic', 'cooccurring', 'coincident', 'concurrent', 'coincidental']"
1545,invulnerable,{'Adjective': ['immune to attack; impregnable']},"['untouchable', 'air-tight', 'secure', 'strong', 'bombproof', 'unconquerable', 'airtight', 'protected', 'entrenched', 'unassailable', 'shellproof', 'unattackable', 'sheltered', 'defensible', 'impregnable', 'inviolable', 'defendable', 'tight', 'safe']"
1546,secretes,"{'Verb': ['generate and separate from cells or bodily fluids', 'place out of sight; keep secret']}","['ooze', 'ooze out', 'transude', 'exude', 'water', 'release', 'exudate']"
1547,squander,"{'Verb': ['spend thoughtlessly; throw away', 'spend extravagantly']}","['fling', 'consume', 'ware', 'waste', 'expend', 'shower', 'splurge', 'fritter', 'wanton', 'frivol away', 'shoot', 'overspend', 'dissipate', 'spend', 'fool away', 'fritter away', 'lavish', 'luxuriate', 'fool', 'drop']"
1548,impudence,"{'Noun': ['an impudent statement', 'the trait of being rude and impertinent; inclined to take liberties']}","['rudeness', 'chutzpah', 'chutzpa', 'discourtesy', 'gall', 'insolence', 'freshness', 'impertinence', 'cheekiness', 'hutzpah', 'crust']"
1549,episodic,"{'Adjective': ['of writing or narration; divided into or composed of episodes', 'occurring or appearing at usually irregular intervals', 'limited in duration to a single episode']}","['unpredictable', 'occasional']"
1550,prate,"{'Noun': ['idle or foolish and irrelevant talk'], 'Verb': ['speak (about unimportant matters']}","['prattle', 'yakety-yak', 'idle talk', 'blether', 'yack', 'chatter', 'yak', 'cackle', 'chin music']"
1551,proclivity,{'Noun': ['a natural inclination']},"['propensity', 'leaning', 'disposition', 'tendency', 'inclination']"
1552,rectify,"{'Verb': ['math: determine the length of', 'reduce to a fine, unmixed, or pure state; separate from extraneous matter or cleanse from impurities', 'bring, lead, or force to abandon a wrong or evil course of life, conduct, and adopt a right one', 'set straight or right', 'make right or correct', 'convert into direct current']}","['change', 'straighten out', 'moralise', 'reform', 'moralize', 'reclaim', 'alter', 'modify', 'regenerate', 'see the light']"
1553,laconic,{'Adjective': ['brief and to the point; effectively cut short']},"['crisp', 'curt', 'concise', 'terse']"
1554,polarize,"{'Verb': ['cause to vibrate in a definite pattern', 'cause to concentrate about two conflicting or contrasting positions', 'become polarized in a conflict or contrasting situation']}","['polarise', 'change', 'modify', 'alter']"
1555,impervious,{'Adjective': ['not admitting of passage or capable of being affected']},"['corrosion-resistant', 'colorfast', 'acid-fast', 'runproof', 'rot-resistant', 'mothproof', 'ladder-proof', 'fast', 'resistant', 'impermeable', 'imperviable', 'greaseproof', 'moth-resistant', 'proof', 'run-resistant', 'soundproof']"
1556,defalcate,"{'Verb': [""appropriate (as property entrusted to one's care""]}","['steal', 'misappropriate', 'peculate', 'fiddle', 'malversate', 'embezzle']"
1557,entreat,{'Verb': ['ask for or request earnestly']},"['beseech', 'conjure', 'adjure', 'press', 'plead', 'bid']"
1558,reprisal,{'Noun': ['a retaliatory action against an enemy in wartime']},"['retaliation', 'revenge']"
1559,dilute,"{'Verb': ['lessen the strength or flavor of a solution or mixture', 'corrupt, debase, or make impure by adding a foreign or inferior substance; often by replacing valuable ingredients with inferior ones'], 'Adjective': ['reduced in strength or concentration or quality or purity']}","['thin', 'cut', 'reduce', 'water down', 'weaken', 'thin out']"
1560,lackadaisical,"{'Adjective': ['lacking spirit or liveliness', 'idle or indolent especially in a dreamy way']}",['idle']
1561,pander,"{'Noun': ['someone who procures customers for whores (in England they call a pimp a ponce'], 'Verb': ['yield (to', 'arrange for sexual partners for others']}","['wrongdoer', 'pimp', 'whoremaster', 'fancy man', 'procurer', 'whoremonger', 'ponce', 'pandar', 'procuress', 'panderer', 'offender']"
1562,vanquished,"{'Verb': ['come out better in a competition, race, or conflict']}","['spreadeagle', 'eliminate', 'outflank', 'cream', 'chicane', 'outperform', 'subdue', 'mate', 'outmatch', 'surmount', 'outfox', 'get the better of', 'get the jump', 'best', 'trump', 'immobilise', 'exceed', 'rout', 'defeat', 'outscore', 'win', 'drub', 'clobber', 'mop up', 'get the best', 'have the best', 'overwhelm', 'shaft', 'outstrip', 'get over', 'outdo', 'trounce', 'thrash', 'pip', 'master', 'jockey', 'shell', 'overcome', 'scoop', 'beat', 'lick', 'overmaster', 'spread-eagle', 'surpass', 'whip', 'screw', 'walk over', 'rack up', 'chouse', 'overpower', 'overreach', 'outsmart', 'outwit', 'immobilize', 'checkmate', 'outpoint', 'whomp', 'circumvent', 'beat out', 'outfight', 'worst', 'outplay', 'bat', 'outgo', 'cheat', 'crush']"
1563,idyll,"{'Noun': ['an episode of such pastoral or romantic charm as to qualify as the subject of a poetic idyll', 'a musical composition that evokes rural life', 'a short poem descriptive of rural or pastoral life']}",['episode']
1564,derogative,{'Adjective': ['expressive of low opinion']},"['uncomplimentary', 'derogatory', 'disparaging']"
1565,parody,"{'Noun': [""a composition that imitates or misrepresents somebody's style, usually in a humorous way"", 'humorous or satirical mimicry'], 'Verb': ['make a spoof of or make fun of', 'make a parody of']}","['spoof', 'impersonation', 'takeoff', 'burlesque', 'sendup', 'travesty', 'imitation', 'pasquinade', 'put-on', 'caricature', 'mockery', 'lampoon', 'charade']"
1566,raucous,"{'Adjective': ['unpleasantly loud and harsh', 'disturbing the public peace; loud and rough']}","['strident', 'cacophonic', 'cacophonous']"
1567,shirk,"{'Verb': [""avoid (one's assigned duties"", 'avoid dealing with']}","['avoid', 'goldbrick', 'fiddle', 'scrimshank', 'skulk', 'malinger', 'shrink from', 'slack']"
1568,sacrosanct,{'Adjective': ['must be kept sacred']},"['sacred', 'inviolable', 'inviolate']"
1569,foible,"{'Noun': ['a behavioral attribute that is distinctive and peculiar to an individual', ""the weaker part of a sword's blade from the forte to the tip""]}","['distinctiveness', 'specialness', 'specialty', 'speciality', 'peculiarity', 'idiosyncrasy', 'mannerism']"
1570,androgynous,"{'Adjective': ['relating to or exhibiting both female and male sex organs but with a predominantly female appearance', 'having both male and female characteristics']}","['epicene', 'pseudohermaphrodite', 'gynandromorphous', 'gynandromorphic', 'hermaphrodite', 'pseudohermaphroditic', 'bisexual', 'sex', 'unisex', 'gender', 'sexuality', 'hermaphroditic', 'intersexual']"
1571,chasten,"{'Verb': ['censure severely', 'change by restraining or moderating', 'correct by punishment or discipline']}","['chew out', 'lecture', 'remonstrate', 'call on the carpet', 'call down', 'take to task', 'chide', 'reproof', 'reprimand', 'lambaste', 'rebuke', 'objurgate', 'have words', 'scold', 'correct', 'bawl out', 'rag', 'berate', 'dress down', 'trounce', 'castigate', 'flame', 'jaw', 'chew up', 'chastise', 'lambast']"
1572,jocose,{'Adjective': ['characterized by jokes and good humor']},"['joking', 'jesting', 'jocular', 'humourous', 'humorous']"
1573,cavalier,"{'Noun': ['a gallant or courtly gentleman', 'a royalist supporter of Charles I during the English Civil War'], 'Adjective': ['given to haughty disregard of others']}","['monarchist', 'Royalist', 'royalist']"
1574,empiricism,"{'Noun': ['(philosophy', 'the application of empirical methods in any art or science', 'medical practice and advice based on observation and experience in ignorance of scientific findings']}","['logical positivism', 'philosophical doctrine', 'sensationalism', 'experimentalism', 'empiricist philosophy', 'British empiricism', 'philosophical theory', 'positivism']"
1575,languid,{'Adjective': ['lacking spirit or liveliness']},"['unenrgetic', 'lethargic', 'languorous', 'lackadaisical', 'dreamy']"
1576,inflammable,{'Adjective': ['easily ignited']},"['combustible', 'flammable']"
1577,precedent,"{'Noun': ['an example that is used to justify similar occurrences at a later time', '(civil law', 'a system of jurisprudence based on judicial precedents rather than statutory laws', 'a subject mentioned earlier (preceding in time'], 'Adjective': ['preceding in time, order, or significance']}","['representative', 'example', 'case in point', 'instance', 'illustration']"
1578,incendiary,"{'Noun': ['a criminal who illegally sets fire to property', 'a bomb that is designed to start fires; is most effective against flammable targets (such as fuel'], 'Adjective': ['involving deliberate burning of property', 'arousing to action or rebellion', 'capable of catching fire spontaneously or causing fires or burning readily']}","['malefactor', 'criminal', 'outlaw', 'arsonist', 'firebug', 'barnburner', 'felon', 'crook']"
1579,anemic,"{'Adjective': ['lacking vigor or energy', 'relating to anemia or suffering from anemia']}","['weak', 'anaemic']"
1580,complacent,"{'Adjective': [""contented to a fault with oneself or one's actions""]}","['content', 'self-satisfied', 'self-complacent', 'contented']"
1581,larceny,{'Noun': ['the act of taking something from someone unlawfully']},"['theft', 'breach of trust with fraudulent intent', 'thievery', 'grand larceny', 'pilferage', 'skimming', 'misappropriation', 'shrinkage', 'defalcation', 'petty', 'robbery', 'embezzlement', 'misapplication', 'petit larceny', 'grand theft', 'rustling', 'shoplifting', 'felony', 'peculation', 'thieving', 'biopiracy', 'stealing', 'petty larceny']"
1582,declivity,{'Noun': ['a downward slope or bend']},"['slope', 'steep', 'incline', 'downslope', 'declination', 'side', 'declension', 'downhill', 'descent', 'decline', 'fall']"
1583,animosity,{'Noun': ['a feeling of ill will arousing active hostility']},"['bad blood', 'enmity', 'ill will', 'animus', 'hostility']"
1584,bent,"{'Noun': ['a relatively permanent inclination to react in a particular way', 'grass for pastures and lawns especially bowling and putting greens', 'an area of grassland unbounded by fences or hedges', 'a special way of doing something'], 'Verb': ['form a curve', 'change direction', 'cause (a plastic object', ""bend one's back forward from the waist on down"", 'turn from a straight course, fixed direction, or line of interest', 'bend a joint'], 'Adjective': ['fixed in your purpose', 'used of the back and knees; stooped', 'or bended', 'of metal e.g.']}","['disposition', 'tendency', 'set', 'inclination']"
1585,hortatory,{'Adjective': ['giving strong encouragement']},"['exhortatory', 'hortative', 'encouraging', 'exhortative']"
